Date,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
2003-10-31,,,,,,,,,,
2003-11-28,,,,,,,,,,
2003-12-31,,,,,,,,,,
2004-01-30,,,,,,,,,,
2004-02-27,,,,,,,,,,
2004-03-31,,,,,,,,,,
2004-04-30,,,,,,,,,,
2004-05-31,,,,,,,,,,
2004-06-30,,,,,,,,,,
2004-07-30,,,,,,,,,,
2004-08-31,,,,,,,,,,
2004-09-30,,,,,,,,,,
2004-10-29,,,,,,,,,,
2004-11-30,,,,,,,,,,
2004-12-31,,,,,,,,,,
2005-01-31,,,,,,,,,,
2005-02-28,,,,,,,,,,
2005-03-31,,,,,,,,,,
2005-04-29,,,,,,,,,,
2005-05-31,,,,,,,,,,
2005-06-30,,,,,,,,,,
2005-07-29,,,,,,,,,,
2005-08-31,,,,,,,,,,
2005-09-30,,,,,,,,,,
2005-10-31,,,,,,,,,,
2005-11-30,,,,,,,,,,
2005-12-30,,,,,,,,,,
2006-01-31,,,,,,,,,,
2006-02-28,,,,,,,,,,
2006-03-31,,,,,,,,,,
2006-04-28,,,,,,,,,,
2006-05-31,,,,,,,,,,
2006-06-30,,,,,,,,,,
2006-07-31,,,,,,,,,,
2006-08-31,,,,,,,,,,
2006-09-29,,,,,,,,,,
2006-10-31,,,,,,,,,,
2006-11-30,,,,,,,,,,
2006-12-29,,,,,,,,,,
2007-01-31,,,,,,,,,,
2007-02-28,,,,,,,,,,
2007-03-30,,,,,,,,,,
2007-04-30,,,,,,,,,,
2007-05-31,,,,,,,,,,
2007-06-29,,,,,,,,,,
2007-07-31,,,,,,,,,,
2007-08-31,,,,,,,,,,
2007-09-28,,,,,,,,,,
2007-10-31,,,,,,,,,,
2007-11-30,,,,,,,,,,
2007-12-31,,,,,,,,,,
2008-01-31,,,,,,,,,,
2008-02-29,,,,,,,,,,
2008-03-31,,,,,,,,,,
2008-04-30,,,,,,,,,,
2008-05-30,,,,,,,,,,
2008-06-30,,,,,,,,,,
2008-07-31,,,,,,,,,,
2008-08-29,,,,,,,,,,
2008-09-30,,,,,,,,,,
2008-10-31,,,,,,,,,,
2008-11-28,,,,,,,,,,
2008-12-31,,,,,,,,,,
2009-01-30,,,,,,,,,,
2009-02-27,,,,,,,,,,
2009-03-31,,,,,,,,,,
2009-04-30,,,,,,,,,,
2009-05-29,,,,,,,,,,
2009-06-30,,,,,,,,,,
2009-07-31,,,,,,,,,,
2009-08-31,,,,,,,,,,
2009-09-30,,,,,,,,,,
2009-10-30,,,,,,,,,,
2009-11-30,,,,,,,,,,
2009-12-31,,,,,,,,,,
2010-01-29,,,,,,,,,,
2010-02-26,,,,,,,,,,
2010-03-31,,,,,,,,,,
2010-04-30,,,,,,,,,,
2010-05-31,,,,,,,,,,
2010-06-30,,,,,,,,,,
2010-07-30,,,,,,,,,,
2010-08-31,,,,,,,,,,
2010-09-30,,,,,,,,,,
2010-10-29,,,,,,,,,,
2010-11-30,,,,,,,,,,
2010-12-31,,,,,,,,,,
2011-01-31,,,,,,,,,,
2011-02-28,,,,,,,,,,
2011-03-31,,,,,,,,,,
2011-04-29,,,,,,,,,,
2011-05-31,,,,,,,,,,
2011-06-30,,,,,,,,,,
2011-07-29,,,,,,,,,,
2011-08-31,,,,,,,,,,
2011-09-30,,,,,,,,,,
2011-10-31,,,,,,,,,,
2011-11-30,,,,,,,,,,
2011-12-30,,,,,,,,,,
2012-01-31,,,,,,,,,,
2012-02-29,,,,,,,,,,
2012-03-30,,,,,,,,,,
2012-04-30,,,,,,,,,,
2012-05-31,,,,,,,,,,
2012-06-29,,,,,,,,,,
2012-07-31,,,,,,,,,,
2012-08-31,,,,,,,,,,
2012-09-28,,,,,,,,,,
2012-10-31,,,,,,,,,,
2012-11-30,,,,,,,,,,
2012-12-31,,,,,,,,,,
2013-01-31,,,,,,,,,,
2013-02-28,,,,,,,,,,
2013-03-29,,,,,,,,,,
2013-04-30,,,,,,,,,,
2013-05-31,,,,,,,,,,
2013-06-28,,,,,,,,,,
2013-07-31,,,,,,,,,,
2013-08-30,,,,,,,,,,
2013-09-30,,,,,,,,,,
2013-10-31,,,,,,,,,,
2013-11-29,,,,,,,,,,
2013-12-31,,,,,,,,,,
2014-01-31,,,,,,,,,,
2014-02-28,,,,,,,,,,
2014-03-31,,,,,,,,,,
2014-04-30,,,,,,,,,,
2014-05-30,,,,,,,,,,
2014-06-30,,,,,,,,,,
2014-07-31,,,,,,,,,,
2014-08-29,,,,,,,,,,
2014-09-30,,,,,,,,,,
2014-10-31,,,,,,,,,,
2014-11-28,,,,,,,,,,
2014-12-31,,,,,,,,,,
2015-01-30,,,,,,,,,,
2015-02-27,,,,,,,,,,
2015-03-31,,,,,,,,,,
2015-04-30,,,,,,,,,,
2015-05-29,,,,,,,,,,
2015-06-30,,,,,,,,,,
2015-07-31,,,,,,,,,,
2015-08-31,,,,,,,,,,
2015-09-30,,,,,,,,,,
2015-10-30,,,,,,,,,,
2015-11-30,,,,,,,,,,
2015-12-31,,,,,,,,,,
2016-01-29,,,,,,,,,,
2016-02-29,-0.022515903277420923,0.015354839800212667,0.0017808022252725857,0.03892291973645227,0.0375633882583541,0.05292714474699528,0.05736960304742985,0.08190750231877737,0.06707958793376541,0.11103655082965405
2016-03-31,0.04406101288465382,0.09677692436122566,0.07065656534619669,0.06261214734627771,0.07310390539885324,0.06671881935941693,0.0835635866457809,0.08681491927645384,0.11617795709390734,0.09103821281821244
2016-04-29,0.007918968651798974,-0.014506669890132337,0.025372046045004648,-0.010351055414260608,0.012270844941084103,-0.03888986731755965,0.0019540030604788183,0.04323686669107344,0.03125313785448897,0.08551512563021617
2016-05-31,0.021137677822664007,0.025790306473494545,0.017719499074729583,0.07400095626053593,0.005305777151722947,0.01634650636042821,0.007037300595200817,0.0017568887052980358,-0.038669445665245564,-0.027612514081539623
2016-06-30,0.018221084897867144,0.012904174085030687,-0.0011647512930182773,0.01093102462945512,0.012734229058228217,-0.02586069341165916,-0.038245521994773234,-0.013391371371207364,-0.0017183394450079564,-0.06650146239342718
2016-07-29,0.043209946567242384,0.04596898551497424,0.03758614840671707,0.02429010480126919,0.044868270043813586,0.02358576573346353,0.033492763365916556,0.0617619141667329,0.07565497634483305,0.10191237670546292
2016-08-31,0.009356454136744494,-0.0009334239597811322,0.01756410029276891,0.011475338556384511,0.010302971598970232,0.00934319855548745,0.02207186278309059,0.008154121853708785,0.014806741398545495,0.04958797875122577
2016-09-30,0.011081973686920496,-0.03538864607782766,-0.005614610050773054,-0.005702569792820106,0.008280401623584692,0.029214099085628664,-0.0016184376818461355,0.03588907587251837,0.030768573543212403,0.010903151317807915
2016-10-31,-0.05124066753038276,-0.011484285305857878,-0.04387397415425156,-0.04137331296216821,-0.053942309670885834,-0.013201980645784242,-0.024730117234509512,0.012231671822373327,-0.02144317246700191,0.009159095481320101
2016-11-30,0.07597577895081786,0.032419936776910255,0.08505897934985085,0.09652703987993473,0.07523490981759091,0.10444161488224535,0.05562189192659713,0.15504206926028197,0.1348086129090686,0.13004275386009417
2016-12-30,-0.009762289455244377,-0.030902312557363944,0.0033111140849293452,-0.006615061359081377,0.01914569551839616,-0.003680560021323046,-0.0053842939672147,-0.00381504756788964,0.026102647569624604,0.04303303895880238
2017-01-31,0.03769674919289819,0.020313292701964296,0.0009551168235157337,0.08757481538356648,0.06156280231687493,0.014082740013789266,0.03339371833853395,-0.007473221115726921,0.025243777144096535,0.05327503601534557
2017-02-28,0.03216975826210555,0.027330529917081643,0.0339749204180646,0.03900211113018375,0.03860932653683789,0.04229390020763243,0.03748124354676864,0.021126652861492918,0.07506827332802468,0.04413992144286854
2017-03-31,-0.0015357107690792762,-0.00693653086908944,0.025185193969241276,0.005315000903393985,-0.005109276813621452,-0.0091807333456048,-0.0162427297289331,-0.016669756011554775,-0.005713020469312727,-0.024561482464694546
2017-04-28,0.010691644784215328,0.0019374760838169866,0.04849810807040372,0.015781843149187354,0.02573183530559648,-0.0015392421248741999,0.021558423787153874,0.019824000655700558,0.011060595012401031,-0.029249802865349967
2017-05-31,-0.007649878610390222,0.028362474516918628,0.04667988214110206,0.027214386236933008,0.02165983128975324,0.058746945921545356,0.01978189972700433,-0.014653188548434523,0.0149848301173336,-0.03704431308682062
2017-06-30,0.006855492947945804,0.0190359537842625,-0.004742062746846539,0.007015188243432454,-0.025257684900752992,0.035597311208022626,0.023262612376933205,0.029862661263615642,0.0218731175330019,0.04219448200670745
2017-07-31,0.011532801533101671,-0.005633539225942278,0.016470794522094583,0.009689672986656397,0.004082583383975729,0.03501435216824047,-0.029355861519109516,0.0008863976170612372,-0.0031273576073236964,-0.019108009979390248
2017-08-31,-0.020133743360966055,-0.004514017350267748,0.009822716212412616,-0.022772775582163014,0.02039402863318878,0.014778458674521858,0.03546081748237102,-0.011571154418818175,-0.008550907746185388,-0.023450640741789677
2017-09-29,0.07006817269368562,0.058673152990583365,0.05993698289025754,0.03353168543022917,0.06296844312154293,0.06670662336721685,0.03519805530238307,-0.0026101564644531727,0.049275604457559775,0.064758270851516
2017-10-31,0.027995893627105146,0.006171075529959229,0.01533915748122418,0.014120322794160275,0.018991776587953764,0.0019276173473827976,0.028814775816427957,-0.011653266267846034,0.029064529270226163,-0.0013299893095079745
2017-11-30,0.0627133503516806,0.06580679812764613,0.06037355304743218,0.035499466472332854,0.04200578605412369,0.04153258811561226,0.051021976458013985,0.042055613158586684,0.03871629651814671,0.04638497426347895
2017-12-29,0.03299185016259397,0.028302001046908658,-0.0007572051023120783,0.011319481413018214,-0.0005505156486513364,0.02601000996571006,0.003360361894910365,0.049388561766618135,0.020724352034294093,0.008883972237334297
2018-01-31,0.06591454365573915,0.06355155774184265,0.04549096833205302,0.048820437874183754,0.06484298146387145,0.038062460083844805,0.04439557470744591,0.04321254103130413,0.010145857753468577,0.035042275620867494
2018-02-28,0.0009292723948017358,-0.02575605105955761,-0.02455618445122761,-0.04200373994009097,-0.04102650250327711,-0.04785453044343962,-0.04427006795420332,-0.02772569145855308,-0.05494035491270407,-0.0659773663903184
2018-03-30,-0.0023978847731308856,-0.009355531649537698,-0.0231509069831848,-0.02682988242432982,0.015937502998833817,-0.014325030179829612,-3.346866925888481e-05,-0.027929722034488038,0.0025512840133661285,-0.005551921084909095
2018-04-30,-0.042914854998536485,-0.057382641486781946,-0.008147405279860733,-0.06668762525910592,-0.0376827801684252,-0.0060114761048989706,-0.03944297457559365,-0.028189985059535263,-0.030880642849247568,-0.0013742201464985884
2018-05-31,0.03640550757087578,0.0383065642649078,0.03479174337586212,0.03348966425879787,0.02079433636138125,0.023936540467527277,0.034938508661009636,0.02836892550936148,0.041232300381814344,-0.018971443955033394
2018-06-29,-0.037765193722755185,-0.028511785975980856,-0.02442040642032714,-0.012201461038626826,-0.020004549221209915,-0.04367038520744534,-0.03311553511464269,-0.030564447000120194,0.001173325935960992,0.01829773411145143
2018-07-31,0.06932322068208611,0.05732360527279718,0.07126682675365906,0.09388744674346106,0.08890173784939691,0.08113874988534042,0.09430059836873554,0.06202284905850001,0.10041292442097689,0.04292840382089306
2018-08-31,0.01681728833158986,0.027657193430826416,0.010672027684346925,0.017188085234987566,0.013284563596383367,0.004532821621259104,-0.011991694513628562,0.029333134585770613,0.05307547751165315,0.025173318648151848
2018-09-28,-0.014772515499847498,0.018552530870746327,0.04025968181762975,-0.0034661901896388216,0.022895412141561117,0.014640200218711976,0.030686402020235592,0.004944727840078759,0.0038731326913458786,-0.008371854288177343
2018-10-31,-0.09164496509935015,-0.10931392889819755,-0.11031119167769185,-0.09096169833886257,-0.13699405997885175,-0.11235768350365463,-0.12355617774181693,-0.13494642780240304,-0.12907373488928306,-0.08912169755648783
2018-11-30,0.051357766522572956,0.03518571022634408,0.061665581376699814,0.06033248202725502,0.06428897791473355,0.03436871031407777,0.03872336438433884,0.09625335192168949,0.09710593268787313,0.02439782912173963
2018-12-31,-0.11493409766494098,-0.08990331570914835,-0.10026499531041798,-0.13812807726923806,-0.1316737560599302,-0.12482389714170074,-0.10579177449007231,-0.1277947804713744,-0.12681647313901181,-0.10108458598997772
2019-01-31,0.09623742520989619,0.06304085348189421,0.12595764116582017,0.10049088109021902,0.08208517661382482,0.10502975672228258,0.10314607023529469,0.14025704732555308,0.11252261382808272,0.1477055366722349
2019-02-28,0.0808743980291167,0.0705835430558153,0.07127220054178508,0.07171464454331018,0.031074004280416987,0.024835751094321994,0.03638114438003589,0.055068869532594204,0.04076487729760882,0.05095465923503421
2019-03-29,0.01528486974973894,0.007399759331235759,0.0015837887265722772,0.007719794990662406,0.0097403649239248,0.021109270949585774,-0.0210206981964219,-0.011121198564701078,-0.021111784676618357,-0.004906162432009047
2019-04-30,0.06289123782438469,0.06611242754933754,0.033866054317388886,0.039043067327583336,0.037662319115133194,0.052034608914151646,0.036429022292074266,-0.008059699219034397,0.08417433588357885,0.06470248420412462
2019-05-31,-0.050035991974408035,-0.02697184037731423,-0.06575957671827215,-0.08141819988912467,-0.07080311989865853,-0.07329409356321996,-0.09519849478788633,-0.11437958944703876,-0.10982312572191273,-0.10361413329264156
2019-06-28,0.07267703570200336,0.06627736688356523,0.0680249041873637,0.11162892802963013,0.08937617289063408,0.08617068120809379,0.09536327233959965,0.1105532531474989,0.13011446246871197,0.09705264637714066
2019-07-31,0.00011436634654285857,0.009252264966882997,0.008827443192889042,-0.002389435082812863,-0.002581884980182763,0.003051895567586798,0.0008404015914574477,0.0029064673994734385,0.0005603874582084904,-0.0035531100315936586
